sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
臺西,雲林縣,43,,良好,1.1,0.23,21.3,22.0,41,17,8.1,8.8,0.6,1.1,171,2024-05-21 05:00,,0.1,13.3,31,1,120.19933333,23.702175,41
朴子,嘉義縣,70,細懸浮微粒,普通,0.9,0.25,15.1,19.7,38,26,9.4,10.7,1.2,1.7,140,2024-05-21 05:00,,0.2,23.3,37,1,120.2478,23.46538,40
新港,嘉義縣,71,細懸浮微粒,普通,2.1,0.3,12.3,24.5,41,25,11.1,11.9,0.8,1.8,167,2024-05-21 05:00,,0.2,23.6,38,2,120.345531,23.554839,39
崙背,雲林縣,63,細懸浮微粒,普通,1,0.26,13.5,16.0,35,26,7.3,8.7,1.3,0.3,166,2024-05-21 05:00,,0.2,20.4,36,1,120.348742,23.757547,38
斗六,雲林縣,63,細懸浮微粒,普通,1,0.25,18.3,21.6,36,22,7.1,8.3,1.1,0.9,104,2024-05-21 05:00,,0.2,20.3,31,1,120.544994,23.711853,37
南投,南投縣,60,細懸浮微粒,普通,0.1,0.26,5.4,13.3,32,19,8.2,8.1,0,1.2,177,2024-05-21 05:00,,0.2,19.1,34,0,120.685306,23.913,36
二林,彰化縣,76,細懸浮微粒,普通,1.4,0.31,3.2,11.2,43,35,10,10.6,0.6,0.2,226,2024-05-21 05:00,,0.2,25.7,38,1,120.409653,23.925175,35
線西,彰化縣,69,細懸浮微粒,普通,0.8,0.27,18,20.2,44,32,6.8,7.8,1,0.3,220,2024-05-21 05:00,,0.2,22.8,43,1,120.469061,24.131672,34
彰化,彰化縣,69,細懸浮微粒,普通,0.6,0.28,15.7,18.4,42,26,10.3,10.4,0.1,0.4,208,2024-05-21 05:00,,0.2,23,40,1,120.541519,24.066,33
西屯,臺中市,72,細懸浮微粒,普通,0.9,0.29,16.6,24.8,34,26,12.1,13.4,1.3,0.6,178,2024-05-21 05:00,,0.3,23.9,39,1,120.616917,24.162197,32
忠明,臺中市,68,細懸浮微粒,普通,1.4,0.29,23.9,29.4,29,22,5.9,7.1,1.1,0.3,197,2024-05-21 05:00,,0.3,22.5,34,1,120.641092,24.151958,31
大里,臺中市,76,細懸浮微粒,普通,1,0.28,14.5,19.3,28,24,7.6,7.9,0.3,0.5,256,2024-05-21 05:00,,0.3,25.5,36,1,120.67844444,24.09961111,30
沙鹿,臺中市,70,細懸浮微粒,普通,1,0.33,14.4,18.2,51,32,12.3,12.1,0,0.3,55,2024-05-21 05:00,,0.3,23.4,42,1,120.568794,24.225628,29
豐原,臺中市,82,細懸浮微粒,普通,0.6,0.3,22.1,25.4,41,30,6.4,7,0.6,1.2,113,2024-05-21 05:00,,0.3,27.9,45,1,120.74252414,24.25699731,28
三義,苗栗縣,75,細懸浮微粒,普通,1.3,0.4,7.4,19.1,40,26,5.7,6.9,1.2,0.3,175,2024-05-21 05:00,,0.4,25.2,39,1,120.75956754,24.38248443,27
苗栗,苗栗縣,36,,良好,1.3,0.24,4.8,7.6,15,9,9.4,10.6,1.2,0.4,312,2024-05-21 05:00,,0.2,11,14,2,120.82011468,24.56499183,26
頭份,苗栗縣,27,,良好,0.8,0.21,9.9,13.0,14,5,5.8,7.6,1.7,1.1,340,2024-05-21 05:00,,0.2,8.2,15,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.6,0.15,18.3,21.4,0,0,5.8,5.9,0,0.4,51,2024-05-21 05:00,,0.1,2.6,2,0,120.97236752,24.8056356,24
竹東,新竹縣,24,,良好,0.4,0.15,9.7,13.5,9,6,4.1,5.1,0.9,0.2,168,2024-05-21 05:00,,0.1,7.3,7,0,121.08895493,24.74091408,23
湖口,新竹縣,21,,良好,0,0.15,23,23.6,4,8,5.5,6,0.5,1.6,16,2024-05-21 05:00,,0.1,6.5,5,0,121.03886894,24.90009696,22
龍潭,桃園市,20,,良好,1.1,0.12,18.7,22.0,3,1,6.8,7.3,0.5,0.6,14,2024-05-21 05:00,,0.1,1.9,5,0,121.21645772,24.86400048,21
平鎮,桃園市,24,,良好,0.8,0.18,24.3,26.5,6,0,6,6.7,0.6,1.5,44,2024-05-21 05:00,,0.1,0.4,3,0,121.203986,24.952786,20
觀音,桃園市,25,,良好,0.5,0.09,26.5,27.3,7,5,5,6.8,1.8,2.9,60,2024-05-21 05:00,,0.1,5.9,7,0,121.08283092,25.03556747,19
大園,桃園市,22,,良好,1,0.12,24.7,24.3,6,4,6.5,7.3,0.7,2.1,23,2024-05-21 05:00,,0.1,1.2,5,1,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,2.1,0.15,27.2,27.1,3,5,4.7,4.4,0,1.3,43,2024-05-21 05:00,,0.1,4.1,4,1,121.30500531,24.9947107,17
大同,臺北市,23,,良好,0.9,0.25,22.7,19.5,2,6,5.6,7.7,2.1,-,-,2024-05-21 05:00,,0.5,7,9,1,121.51342074,25.06331455,16
松山,臺北市,23,,良好,0.6,0.12,24.7,25.8,2,6,3.9,4.7,0.8,0.5,330,2024-05-21 05:00,,0.1,5.5,5,0,121.578611,25.05,15
古亭,臺北市,23,,良好,1.3,0.1,26.8,25.7,1,1,2.6,3.1,0.5,1.8,61,2024-05-21 05:00,,0.1,1,3,1,121.529556,25.020608,14
萬華,臺北市,25,,良好,0.7,0.13,27.6,27.3,2,4,4.4,5.4,1,1.3,120,2024-05-21 05:00,,0.1,4.6,4,0,121.507972,25.046503,13
中山,臺北市,24,,良好,0.4,0.12,26.2,26.6,4,1,4,5,0.9,2.1,130,2024-05-21 05:00,,0.1,1.8,4,1,121.526528,25.062361,12
士林,臺北市,23,,良好,0.1,0.1,28,25.6,4,2,2.2,3,0.8,2.2,151,2024-05-21 05:00,,0.1,4.4,3,0,121.51666356,25.10334003,11
淡水,新北市,18,,良好,0.7,0.2,10.9,19.3,5,3,7.1,8,0.9,0.2,0,2024-05-21 05:00,,0.2,2.2,6,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.3,0.12,25.2,26.6,0,2,5.8,6.9,1.1,0.8,94,2024-05-21 05:00,,0.1,4.3,1,0,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.7,0.22,25.2,26.2,5,0,6.6,7.3,0.7,2.5,136,2024-05-21 05:00,,0.2,1.5,5,1,121.481028,25.06895,8
新莊,新北市,25,,良好,0.4,0.11,27.7,27.7,0,6,3.2,3.7,0.5,2.2,95,2024-05-21 05:00,,0.1,4.6,2,0,121.4325,25.037972,7
板橋,新北市,24,,良好,1.3,0.14,28.3,26.8,2,0,3.4,4,0.5,1.5,91,2024-05-21 05:00,,0.1,3.7,3,0,121.458667,25.012972,6
土城,新北市,21,,良好,0.6,0.13,23.9,23.2,7,3,3.6,4.3,0.6,1,133,2024-05-21 05:00,,0.1,5,4,0,121.451861,24.982528,5
新店,新北市,19,,良好,0.4,0.14,15.9,21.1,8,5,5.2,6,0.7,0.3,185,2024-05-21 05:00,,0.1,3.4,5,1,121.537778,24.977222,4
萬里,新北市,33,,良好,0.3,0.11,33.5,36.3,11,0,1.6,1.7,0.1,3.3,25,2024-05-21 05:00,,0.1,1.8,15,0,121.689881,25.179667,3
汐止,新北市,25,,良好,0.3,0.11,19.4,27.4,5,1,8.7,9.6,0.9,1.4,59,2024-05-21 05:00,,0.1,1.5,4,0,121.64081,25.06624,2
基隆,基隆市,30,,良好,0.1,0.11,31,32.2,6,,0.5,1,0.4,0.8,59,2024-05-21 05:00,,0.1,,7,0,121.760056,25.129167,1
屏東(枋山),屏東縣,18,,良好,0,0.09,16,19.4,4,1,2.6,3.2,0.5,1.8,91,2024-05-21 04:00,,0.1,3.8,10,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,31,,良好,0.1,0.33,2.9,8.9,31,15,16.8,23.7,6.9,0.2,127,2024-05-21 04:00,,0.2,9.6,24,0,120.65525382,24.39017512,312
新北(樹林),新北市,14,,良好,0.1,0.13,13.4,15.3,3,4,5.8,6.9,1,0.5,146,2024-05-21 04:00,,0.2,4.4,5,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,113,細懸浮微粒,對敏感族群不健康,0.6,0.32,21.8,33.4,37,31,5.6,5.6,0,0.8,11,2024-05-21 04:00,,0.5,40.2,57,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,76,細懸浮微粒,普通,1.2,0.32,19.5,29.9,38,28,13.3,13.7,0.4,1,120,2024-05-21 04:00,,0.2,25.7,45,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,109,細懸浮微粒,對敏感族群不健康,0.6,0.31,20.5,34.6,29,24,8.1,9.3,1.2,1.7,69,2024-05-21 04:00,,0.4,38.6,54,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,84,細懸浮微粒,普通,1.7,0.31,14.5,23.7,42,32,8.9,9.4,0.5,0.7,114,2024-05-21 04:00,,0.3,29,42,2,120.56373,23.96117,201
大城,彰化縣,30,,良好,0.8,0.17,15.5,24.8,32,19,5.2,5.9,0.7,0.8,225,2024-05-21 04:00,,0.1,9.1,24,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0.1,0.09,39,39.6,10,0,1.1,1.2,0,5.1,85,2024-05-21 04:00,,0,0.8,13,0,121.53656894,25.29681695,84
麥寮,雲林縣,39,,良好,2.4,0.25,24.2,23.7,35,22,8.7,8.7,0,0.7,180,2024-05-21 04:00,,0.1,12,29,0,120.251825,23.753506,83
關山,臺東縣,19,,良好,0.2,0.12,12.3,21.2,12,3,3.3,4.3,0.9,0.4,72,2024-05-21 04:00,,0.1,3.4,11,1,121.161933,23.045083,80
馬公,澎湖縣,30,,良好,0.7,0.14,29.1,32.9,6,1,3,3.6,0.5,1,60,2024-05-21 04:00,,0.1,5.7,10,0,119.566158,23.569031,78
金門,金門縣,33,,良好,0.7,0.18,35.8,36.4,2,4,2,2.4,0.4,1.6,35,2024-05-21 04:00,,0.2,4.3,3,0,118.312256,24.432133,77
馬祖,連江縣,43,,良好,0.6,0.1,48.8,46.7,6,2,1.9,2.6,0.6,2.8,336,2024-05-21 04:00,,0.1,6.4,10,0,119.93149378,26.15188416,75
埔里,南投縣,77,細懸浮微粒,普通,1.4,0.32,18.2,30.6,30,28,5.4,6.7,1.2,0.4,268,2024-05-21 04:00,,0.3,26,32,1,120.967903,23.968842,72
復興,高雄市,91,細懸浮微粒,普通,0.6,0.38,22.9,38.3,36,26,10.6,11.5,0.8,0.7,133,2024-05-21 04:00,,0.5,31.7,44,1,120.312017,22.608711,71
永和,新北市,24,,良好,1.2,0.13,26.7,26.4,1,1,3.1,4.1,1,1.7,89,2024-05-21 04:00,,0.2,2.3,2,1,121.516306,25.017,70
竹山,南投縣,63,細懸浮微粒,普通,0.5,0.21,9.4,13.3,35,21,5.9,6.9,1,0.8,79,2024-05-21 04:00,,0.2,20.5,32,0,120.677306,23.756389,69
中壢,桃園市,18,,良好,0.9,0.26,21.9,19.8,7,6,7.5,10.6,3.1,0.4,287,2024-05-21 04:00,,0.4,4.4,7,2,121.221667,24.953278,68
三重,新北市,18,,良好,0.5,0.24,22.6,19.1,2,2,8,11.8,3.8,-,-,2024-05-21 04:00,,0.4,2.4,5,1,121.493806,25.072611,67
冬山,宜蘭縣,23,,良好,0,0.1,25.8,25.7,0,1,1.7,1.8,0.1,2.4,299,2024-05-21 04:00,,0.1,2.1,2,0,121.792928,24.632203,66
宜蘭,宜蘭縣,23,,良好,1.2,0.11,23.3,25.4,0,2,1.3,1.8,0.5,0.3,171,2024-05-21 04:00,,0.1,2.3,1,1,121.746394,24.747917,65
陽明,臺北市,32,,良好,0.7,0.12,33.7,35.1,1,0,0.8,1.6,0.7,1.9,190,2024-05-21 04:00,,0.1,0.7,0,0,121.529583,25.182722,64
花蓮,花蓮縣,21,,良好,0.6,0.15,13.3,17.8,9,5,3.1,2.9,0,1.2,218,2024-05-21 04:00,,0.1,6.5,11,0,121.599769,23.971306,63
臺東,臺東縣,19,,良好,0.4,0.11,19.8,21.7,6,3,2.6,3,0.4,0.2,313,2024-05-21 04:00,,0.1,2.3,7,0,121.15045,22.755358,62
恆春,屏東縣,26,,良好,,0.12,26.8,28.9,4,1,1.3,1.7,0.4,3,42,2024-05-21 04:00,,0.1,2.9,5,0,120.788928,21.958069,61
潮州,屏東縣,63,細懸浮微粒,普通,0.3,0.18,2,11.6,32,14,7.6,9.1,1.5,1.4,50,2024-05-21 04:00,,0.3,20.5,38,1,120.561175,22.523108,60
屏東,屏東縣,96,細懸浮微粒,普通,0.3,0.25,16.8,34.1,28,20,6,6.6,0.6,1.8,27,2024-05-21 04:00,,0.3,33.9,51,1,120.488033,22.673081,59
小港,高雄市,112,細懸浮微粒,對敏感族群不健康,0.7,0.32,22.4,35.3,38,34,10.3,11.2,0.8,0.9,77,2024-05-21 04:00,,0.5,39.6,54,2,120.337736,22.565833,58
前鎮,高雄市,86,細懸浮微粒,普通,1,0.34,21.7,32.8,39,19,11,11.7,0.6,0.2,285,2024-05-21 04:00,,0.5,29.8,54,2,120.30833356,22.6044507,57
前金,高雄市,96,細懸浮微粒,普通,0.8,0.43,20.8,26.0,41,28,9.7,10.9,1.1,1.2,7,2024-05-21 04:00,,0.6,33.8,60,1,120.28676111,22.63390278,56
左營,高雄市,106,細懸浮微粒,對敏感族群不健康,0.8,0.43,17.7,27.8,37,26,11.8,12.2,0.3,0.9,69,2024-05-21 04:00,,0.5,37.6,54,1,120.292917,22.674861,54
楠梓,高雄市,92,細懸浮微粒,普通,1.1,0.24,19.1,32.8,25,23,9.5,11.2,1.7,1.3,76,2024-05-21 04:00,,0.4,32.2,52,2,120.328289,22.733667,53
林園,高雄市,137,細懸浮微粒,對敏感族群不健康,0.4,0.42,16,24.0,69,42,8.6,9.4,0.7,1.1,33,2024-05-21 04:00,,0.5,49.5,90,1,120.41175,22.4795,52
大寮,高雄市,133,細懸浮微粒,對敏感族群不健康,1.2,0.32,13.2,23.1,50,36,11,11.7,0.7,0.7,57,2024-05-21 04:00,,0.5,47.8,77,2,120.425311,22.56413611,51
鳳山,高雄市,98,細懸浮微粒,普通,1.5,0.34,23.5,37.4,34,23,6.6,7.6,0.9,0.5,95,2024-05-21 04:00,,0.4,34.6,54,2,120.357422,22.628126,50
仁武,高雄市,99,細懸浮微粒,普通,1,0.29,23.8,39.1,29,21,7.6,8.8,1.2,0.8,71,2024-05-21 04:00,,0.4,35.1,46,1,120.332631,22.689056,49
橋頭,高雄市,105,細懸浮微粒,對敏感族群不健康,1.1,0.26,21,31.0,26,21,8.9,9.8,0.9,2,73,2024-05-21 04:00,,0.4,37.2,51,2,120.305689,22.757506,48
美濃,高雄市,67,細懸浮微粒,普通,0.9,0.24,19.6,26.1,21,18,4.4,4.6,0.1,0.8,52,2024-05-21 04:00,,0.2,21.9,34,1,120.530542,22.883583,47
臺南,臺南市,107,細懸浮微粒,對敏感族群不健康,0.6,0.3,22.8,52.8,23,23,10.3,10.8,0.4,0.2,103,2024-05-21 04:00,,0.4,37.7,53,2,120.21947897,22.98928311,46
安南,臺南市,103,細懸浮微粒,對敏感族群不健康,0.6,0.39,19.8,44.2,27,25,9.9,11,1,1.7,81,2024-05-21 04:00,,0.4,36.1,53,1,120.2175,23.048197,45
善化,臺南市,92,細懸浮微粒,普通,0.7,0.22,21.7,32.7,30,20,4.9,5.3,0.3,1.4,85,2024-05-21 04:00,,0.3,32,56,1,120.29740529,23.11337642,44
新營,臺南市,66,細懸浮微粒,普通,1.2,0.29,21.7,27.2,41,27,7.3,9.5,2.2,1.3,198,2024-05-21 04:00,,0.2,21.5,46,1,120.31725,23.305633,43
嘉義,嘉義市,71,細懸浮微粒,普通,1.3,0.27,14.2,27.0,45,29,7,7.4,0.4,1.2,207,2024-05-21 04:00,,0.3,23.8,42,6,120.44125148,23.46477865,42
臺西,雲林縣,42,,良好,0.9,0.24,22.8,23.3,32,18,7.2,7.9,0.7,1.1,201,2024-05-21 04:00,,0.1,13,28,1,120.19933333,23.702175,41
朴子,嘉義縣,66,細懸浮微粒,普通,0.8,0.28,14.3,21.3,43,24,11.4,12.7,1.2,0.8,129,2024-05-21 04:00,,0.2,21.7,36,1,120.2478,23.46538,40
新港,嘉義縣,69,細懸浮微粒,普通,2.3,0.31,13.2,27.9,41,27,11.6,12.3,0.7,0.7,184,2024-05-21 04:00,,0.2,23,36,2,120.345531,23.554839,39
崙背,雲林縣,61,細懸浮微粒,普通,0.9,0.28,13.7,17.9,40,24,7.5,9.9,2.3,0.2,157,2024-05-21 04:00,,0.2,19.7,39,1,120.348742,23.757547,38
斗六,雲林縣,62,細懸浮微粒,普通,1,0.27,16,23.7,32,19,7.7,8.9,1.1,1,113,2024-05-21 04:00,,0.2,20.1,31,1,120.544994,23.711853,37
南投,南投縣,61,細懸浮微粒,普通,0.1,0.25,6.8,16.1,32,18,7.6,8,0.4,1,154,2024-05-21 04:00,,0.2,19.6,34,0,120.685306,23.913,36
二林,彰化縣,71,細懸浮微粒,普通,1.3,0.29,4.9,14.4,37,30,10.1,10.8,0.7,0.7,242,2024-05-21 04:00,,0.2,23.7,39,2,120.409653,23.925175,35
線西,彰化縣,59,細懸浮微粒,普通,0.7,0.3,14.7,21.7,57,34,8.2,9.5,1.2,1.3,237,2024-05-21 04:00,,0.2,18.9,43,1,120.469061,24.131672,34
彰化,彰化縣,68,細懸浮微粒,普通,0.9,0.28,15.7,19.8,40,30,9.2,9.3,0.1,1.1,229,2024-05-21 04:00,,0.2,22.5,40,1,120.541519,24.066,33
西屯,臺中市,70,細懸浮微粒,普通,0.8,0.27,22.5,24.9,35,26,8.1,9,0.9,0.9,193,2024-05-21 04:00,,0.3,23.3,40,1,120.616917,24.162197,32
忠明,臺中市,67,細懸浮微粒,普通,1.3,0.3,24.2,29.3,33,23,6.8,7.7,0.9,0.5,203,2024-05-21 04:00,,0.3,21.8,36,1,120.641092,24.151958,31
大里,臺中市,76,細懸浮微粒,普通,0.9,0.28,14.1,21.5,29,23,7.3,7.5,0.2,1.1,270,2024-05-21 04:00,,0.3,25.5,37,1,120.67844444,24.09961111,30
沙鹿,臺中市,66,細懸浮微粒,普通,1,0.3,24.9,19.8,38,26,11.4,11.2,0,0.9,274,2024-05-21 04:00,,0.3,21.4,41,1,120.568794,24.225628,29
豐原,臺中市,82,細懸浮微粒,普通,0.6,0.3,28.1,28.4,43,27,5.4,5.9,0.5,1.5,111,2024-05-21 04:00,,0.4,27.9,46,1,120.74252414,24.25699731,28
三義,苗栗縣,75,細懸浮微粒,普通,1.4,0.42,16,21.6,40,28,7.7,8.8,1.1,0.3,210,2024-05-21 04:00,,0.4,25.4,38,1,120.75956754,24.38248443,27
苗栗,苗栗縣,36,,良好,1.3,0.19,5.8,8.6,11,11,9.2,10.3,1.1,0.5,247,2024-05-21 04:00,,0.2,11.2,15,2,120.82011468,24.56499183,26
頭份,苗栗縣,29,,良好,0.6,0.22,13.4,13.1,14,7,4.6,6.1,1.5,1,83,2024-05-21 04:00,,0.2,9,15,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.5,0.14,20.6,21.2,0,2,5.1,5.1,0,0.7,41,2024-05-21 04:00,,0.2,3.1,2,0,120.97236752,24.8056356,24
竹東,新竹縣,25,,良好,0.4,0.15,11.5,14.3,8,7,3.8,4.7,0.8,0.2,143,2024-05-21 04:00,,0.1,7.6,6,0,121.08895493,24.74091408,23
湖口,新竹縣,21,,良好,0,0.13,26,23.6,3,5,4.2,4.5,0.3,0.7,60,2024-05-21 04:00,,0.1,6.2,6,0,121.03886894,24.90009696,22
龍潭,桃園市,20,,良好,1.1,0.12,22,22.2,4,2,5.3,5.8,0.5,1,39,2024-05-21 04:00,,0.1,2,6,0,121.21645772,24.86400048,21
平鎮,桃園市,24,,良好,0.7,0.12,27.2,26.5,2,0,4,4.7,0.6,1.8,90,2024-05-21 04:00,,0.1,0.6,2,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0.9,0.12,24.5,26.6,5,8,6.9,8.5,1.6,2.4,71,2024-05-21 04:00,,0.1,5.9,8,0,121.08283092,25.03556747,19
大園,桃園市,21,,良好,1,0.12,23.1,23.7,4,0,8.4,9.1,0.7,2.7,32,2024-05-21 04:00,,0.1,0.6,6,1,121.20251473,25.06100357,18
桃園,桃園市,24,,良好,2.3,0.15,27.8,26.8,6,4,4.4,4.3,0,1.8,44,2024-05-21 04:00,,0.1,3.4,4,1,121.30500531,24.9947107,17
大同,臺北市,24,,良好,0.7,0.23,23.7,18.1,5,4,6.4,8.5,2,-,-,2024-05-21 04:00,,0.5,7.4,10,0,121.51342074,25.06331455,16
松山,臺北市,23,,良好,0.6,0.11,26.7,25.4,3,6,3.5,4.3,0.8,1,57,2024-05-21 04:00,,0.1,5.6,6,0,121.578611,25.05,15
古亭,臺北市,23,,良好,1.3,0.1,27.6,25.2,3,0,2.5,2.9,0.3,1.3,57,2024-05-21 04:00,,0.1,1,4,1,121.529556,25.020608,14
萬華,臺北市,24,,良好,0.7,0.13,28.8,26.8,2,5,4.4,5.3,0.9,1.4,104,2024-05-21 04:00,,0.1,4.5,5,0,121.507972,25.046503,13
中山,臺北市,23,,良好,0.4,0.12,27.8,25.9,4,2,3.8,4.6,0.8,2.3,128,2024-05-21 04:00,,0.1,1.7,4,1,121.526528,25.062361,12
士林,臺北市,24,,良好,0.1,0.16,19.5,26.0,5,3,6.6,7.3,0.7,0.8,197,2024-05-21 04:00,,0.1,4.4,3,0,121.51666356,25.10334003,11
淡水,新北市,19,,良好,0.7,0.2,11.3,21.4,8,3,6.1,7,0.9,0.6,120,2024-05-21 04:00,,0.2,2,6,0,121.449239,25.1645,10
林口,新北市,24,,良好,0.4,0.13,26.6,26.7,3,4,4.5,5.2,0.7,1.9,105,2024-05-21 04:00,,0.1,4.4,2,0,121.36548982,25.07798949,9
菜寮,新北市,24,,良好,0.7,0.2,26.3,26.4,7,1,6,6.7,0.6,2.2,119,2024-05-21 04:00,,0.2,1.7,5,1,121.481028,25.06895,8
新莊,新北市,25,,良好,0.5,0.12,28.1,27.4,1,7,3.3,4,0.6,1.7,104,2024-05-21 04:00,,0.1,4.3,2,0,121.4325,25.037972,7
板橋,新北市,24,,良好,1.2,0.14,28.7,26.0,3,1,3.6,4.1,0.5,1.3,96,2024-05-21 04:00,,0.2,3.8,3,0,121.458667,25.012972,6
土城,新北市,21,,良好,0.3,0.13,22.7,23.1,1,4,3.6,4.2,0.5,1.2,349,2024-05-21 04:00,,0.1,5.5,5,0,121.451861,24.982528,5
新店,新北市,20,,良好,0.4,0.15,16.1,22.3,6,2,5.2,5.9,0.7,0.3,46,2024-05-21 04:00,,0.1,3.3,4,1,121.537778,24.977222,4
萬里,新北市,33,,良好,0.3,0.11,35.9,36.6,18,0,0.5,0.8,0.2,4.1,29,2024-05-21 04:00,,0.1,2.6,17,0,121.689881,25.179667,3
汐止,新北市,26,,良好,0.4,0.1,23.1,28.5,4,1,6.9,7.6,0.6,0.6,47,2024-05-21 04:00,,0.1,1.3,4,0,121.64081,25.06624,2
基隆,基隆市,30,,良好,0.1,0.11,30.7,32.1,6,,0.9,1.3,0.3,0.8,63,2024-05-21 04:00,,0.1,,9,0,121.760056,25.129167,1
屏東(枋山),屏東縣,19,,良好,0.1,0.1,16.6,21.6,6,2,3.4,3.8,0.4,1.1,76,2024-05-21 03:00,,0.1,5,12,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,28,,良好,0,0.28,2.7,11.6,22,7,15.1,19.9,4.7,0.3,300,2024-05-21 03:00,,0.2,8.5,23,0,120.65525382,24.39017512,312
新北(樹林),新北市,15,,良好,0,0.14,15.9,15.4,3,5,4.7,5,0.2,0.2,140,2024-05-21 03:00,,0.2,4.7,6,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,118,細懸浮微粒,對敏感族群不健康,0.7,0.38,21.9,35.1,56,37,5.5,5.5,0,0.5,355,2024-05-21 03:00,,0.5,42.2,63,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,73,細懸浮微粒,普通,1.2,0.3,17,35.1,46,28,10.1,10.3,0.2,0.2,137,2024-05-21 03:00,,0.2,24.6,46,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,120,細懸浮微粒,對敏感族群不健康,0.8,0.4,23.5,37.1,30,27,10,11.1,1.1,1.6,88,2024-05-21 03:00,,0.4,42.9,61,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,84,細懸浮微粒,普通,1.5,0.31,20.2,25.9,36,30,7.9,7.8,0,0.4,77,2024-05-21 03:00,,0.3,29.1,42,2,120.56373,23.96117,201
大城,彰化縣,25,,良好,0.7,0.13,13.4,27.8,30,10,5.6,5.9,0.2,1,196,2024-05-21 03:00,,0,6.9,23,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0.1,0.08,39.2,39.6,16,0,1.6,1.6,0,5.2,86,2024-05-21 03:00,,0,1,14,0,121.53656894,25.29681695,84
麥寮,雲林縣,30,,良好,2.3,0.26,24.2,25.2,38,23,8.5,8.4,0,0.7,156,2024-05-21 03:00,,0.1,9.3,27,0,120.251825,23.753506,83
關山,臺東縣,20,,良好,0.2,0.12,15.8,22.2,15,4,2.3,3.1,0.7,0.5,20,2024-05-21 03:00,,0.1,3.7,10,1,121.161933,23.045083,80
馬公,澎湖縣,31,,良好,0.8,0.12,29.1,34.4,7,4,3.2,3.9,0.6,1.9,50,2024-05-21 03:00,,0.1,6.2,11,0,119.566158,23.569031,78
金門,金門縣,33,,良好,0.7,0.17,36.4,36.2,3,4,1.9,2.5,0.5,1.7,40,2024-05-21 03:00,,0.2,4.4,4,0,118.312256,24.432133,77
馬祖,連江縣,43,,良好,0.6,0.1,48.6,46.2,9,3,2.5,3.1,0.6,3,332,2024-05-21 03:00,,0.1,6.8,12,0,119.93149378,26.15188416,75
埔里,南投縣,77,細懸浮微粒,普通,1.4,0.33,21,35.7,33,22,4.9,6.3,1.4,0.3,335,2024-05-21 03:00,,0.3,26,32,1,120.967903,23.968842,72
復興,高雄市,98,細懸浮微粒,普通,0.4,0.37,28.5,38.8,30,25,9.8,10.9,1.1,0.3,105,2024-05-21 03:00,,0.7,34.5,49,1,120.312017,22.608711,71
永和,新北市,24,,良好,1.2,0.14,27.2,26.3,3,2,3.4,4.4,0.9,0.8,130,2024-05-21 03:00,,0.2,2.6,2,1,121.516306,25.017,70
竹山,南投縣,64,細懸浮微粒,普通,0.5,0.22,11.1,14.8,34,17,6.8,7.7,0.9,0.3,3,2024-05-21 03:00,,0.2,20.7,32,0,120.677306,23.756389,69
中壢,桃園市,17,,良好,0.5,0.27,22.8,18.3,6,4,6.9,9.3,2.4,0.6,278,2024-05-21 03:00,,0.5,4.2,7,2,121.221667,24.953278,68
三重,新北市,17,,良好,0.6,0.27,21.2,17.8,4,2,10.4,17.7,7.2,-,-,2024-05-21 03:00,,0.5,2.8,5,1,121.493806,25.072611,67
冬山,宜蘭縣,24,,良好,0.1,0.1,22.2,26.3,0,3,1.6,1.4,0,1.6,270,2024-05-21 03:00,,0.1,2.2,3,0,121.792928,24.632203,66
宜蘭,宜蘭縣,24,,良好,0.6,0.1,24.5,26.5,0,4,1.2,1.7,0.4,1.1,290,2024-05-21 03:00,,0.1,2,1,1,121.746394,24.747917,65
陽明,臺北市,32,,良好,0.6,0.12,34.7,35.2,0,1,0.6,1.2,0.6,1.7,120,2024-05-21 03:00,,0.1,0.7,0,0,121.529583,25.182722,64
花蓮,花蓮縣,23,,良好,0.6,0.15,14.2,20.6,10,6,2.9,2.7,0,1.4,232,2024-05-21 03:00,,0.2,7.1,11,0,121.599769,23.971306,63
